Respondent_id,Program,Batch,Institution,Delivery_mode,Gender,Academic_year,Trainer_effectiveness,Curriculum_relevance,Pace_of_delivery,Support_Mentorship,Platform,Overall_satisfaction,Would_recommend,Open_feedback,Batch_date
STU-00027,Python Programming,Jun 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Male,3rd Year,4.0,3.0,2.0,3.0,3.0,3,Yes,"Content was okay, though a few topics felt rushed.",2025-06-01
STU-01904,Generative AI,Aug 2026 Batch,St. Xavier's College Kolkata,Online,Male,4th Year,4.0,3.0,2.0,3.0,2.0,3,Yes,Too much content packed into too few sessions.,2026-08-01
STU-01169,Networking Fundamentals,Sep 2025 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,"Great balance of theory and practicals, exceeded my expectations.",2025-09-01
STU-00178,Blockchain Basics,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,3.0,3.0,3.0,4.0,4.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2026-08-01
STU-01924,Digital Marketing,Mar 2026 Batch,Government College of Engineering & Textile Technology,Offline,Female,3rd Year,3.0,4.0,3.0,3.0,4.0,3,Yes,Session quality varied depending on the trainer.,2026-03-01
STU-00738,Internet of Things (IoT),Mar 2025 Batch,Techno India University,Online,Male,3rd Year,3.0,4.0,3.0,3.0,3.0,3,No,The trainer could explain concepts more clearly.,2025-03-01
STU-00611,Machine Learning,May 2025 Batch,Heritage Institute of Technology,Online,Female,Graduate,4.0,5.0,3.0,4.0,4.0,5,Yes,"Content was okay, though a few topics felt rushed.",2025-05-01
STU-00665,Networking Fundamentals,Oct 2025 Batch,St. Xavier's College Kolkata,Offline,Female,4th Year,3.0,2.0,3.0,3.0,4.0,3,Yes,Curriculum could include more project-based learning.,2025-10-01
STU-00253,App Development (Android),Mar 2026 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Male,Graduate,4.0,4.0,4.0,4.0,4.0,4,No,The trainer's real-world examples made the sessions very useful.,2026-03-01
STU-00415,Digital Marketing,Aug 2026 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,4.0,4.0,4.0,4.0,3.0,4,Yes,"It was fine, but I expected a bit more depth in the later modules.",2026-08-01
STU-00559,Networking Fundamentals,May 2025 Batch,Heritage Institute of Technology,Online,Prefer not to say,2nd Year,5.0,4.0,4.0,4.0,5.0,4,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2025-05-01
STU-00554,Machine Learning,Apr 2025 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,5.0,4.0,4.0,4.0,4.0,5,Yes,Practical assignments made the concepts much easier to understand.,2025-04-01
STU-00194,AI in Biotechnology,Nov 2025 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,3.0,3.0,3.0,3.0,3.0,3,Yes,,2025-11-01
STU-01134,Cybersecurity & Ethical Hacking,Aug 2025 Batch,Independent / Working Professional,Offline,Male,Graduate,4.0,3.0,4.0,4.0,3.0,4,Yes,Curriculum could include more project-based learning.,2025-08-01
STU-01711,AI in Food Technology,Mar 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,Graduate,4.0,3.0,3.0,4.0,3.0,4,Yes,Some topics felt outdated compared to current industry trends.,2025-03-01
STU-01152,Agentic AI,Jul 2026 Batch,Maulana Azad College,Online,Male,Graduate,4.0,4.0,2.0,4.0,3.0,4,Yes,Could use an extra week or two to cover everything properly.,2026-07-01
STU-00446,UI/UX Design,Aug 2026 Batch,Government College of Engineering & Textile Technology,Offline,Male,1st Year,3.0,3.0,2.0,2.0,2.0,3,Yes,"Pace needs to slow down, especially for beginners in the batch.",2026-08-01
STU-01954,Cloud Computing (AWS),Feb 2026 Batch,Neotia University,Online,Male,Graduate,4.0,4.0,4.0,5.0,4.0,4,No,The projects assigned really helped me apply what was taught.,2026-02-01
STU-00913,Machine Learning,Jul 2026 Batch,Techno India University,Offline,Female,3rd Year,5.0,5.0,4.0,4.0,3.0,4,Yes,Recorded session links took too long to be uploaded.,2026-07-01
STU-00973,Networking Fundamentals,Jun 2025 Batch,Techno India University,Online,Female,3rd Year,4.0,4.0,4.0,4.0,4.0,4,No,The trainer's real-world examples made the sessions very useful.,2025-06-01
STU-01455,Database Management (SQL),Aug 2026 Batch,Techno India University,Online,Male,Graduate,5.0,4.0,4.0,4.0,4.0,5,Yes,The projects assigned really helped me apply what was taught.,2026-08-01
STU-00452,Digital Marketing,Apr 2025 Batch,Independent / Working Professional,Hybrid,Female,3rd Year,3.0,3.0,3.0,3.0,2.0,3,No,"Decent program, could use a bit more structure in scheduling.",2025-04-01
STU-01390,Competitive Programming,Apr 2025 Batch,Neotia University,Hybrid,Female,Working Professional,3.0,4.0,3.0,4.0,4.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-04-01
STU-00465,AI in Biotechnology,Feb 2025 Batch,JIS College of Engineering,Online,Female,2nd Year,4.0,2.0,4.0,4.0,3.0,3,No,Some topics felt outdated compared to current industry trends.,2025-02-01
STU-01089,Generative AI,May 2025 Batch,St. Xavier's College Kolkata,Online,Female,4th Year,3.0,2.0,3.0,3.0,3.0,3,No,Felt a few modules were not very relevant to the job market.,2025-05-01
STU-00459,AI in Food Technology,Feb 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,2nd Year,5.0,4.0,4.0,5.0,4.0,4,Yes,The trainer's real-world examples made the sessions very useful.,2026-02-01
STU-01385,Networking Fundamentals,Jul 2026 Batch,St. Xavier's College Kolkata,Online,Male,1st Year,3.0,4.0,2.0,4.0,4.0,4,No,Could use an extra week or two to cover everything properly.,2026-07-01
STU-01933,DevOps,Jul 2026 Batch,Independent / Working Professional,Online,Female,4th Year,3.0,2.0,2.0,3.0,3.0,2,No,Felt a few modules were not very relevant to the job market.,2026-07-01
STU-00732,Python Programming,Mar 2025 Batch,Techno India University,Online,Male,4th Year,2.0,1.0,1.0,2.0,2.0,2,Yes,Felt a few modules were not very relevant to the job market.,2025-03-01
STU-00370,Java FDP (Faculty Development),Feb 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,2nd Year,3.0,4.0,3.0,5.0,2.0,3,Yes,The online platform kept lagging during live sessions.,2026-02-01
STU-00485,Weather Forecasting ML Project,May 2026 Batch,St. Xavier's College Kolkata,Online,Male,3rd Year,4.0,4.0,4.0,5.0,4.0,4,No,"Excellent program overall, would definitely recommend to my juniors.",2026-05-01
STU-01443,Python Programming,Nov 2025 Batch,St. Xavier's College Kolkata,Online,Male,1st Year,3.0,4.0,4.0,3.0,3.0,3,Yes,,2025-11-01
STU-01179,UI/UX Design,Mar 2026 Batch,Maulana Azad College,Online,Female,3rd Year,4.0,5.0,3.0,5.0,4.0,4,Yes,"Pace needs to slow down, especially for beginners in the batch.",2026-03-01
STU-00308,Advanced Excel & Power BI,Jul 2026 Batch,Neotia University,Online,Female,3rd Year,2.0,3.0,2.0,2.0,3.0,3,Yes,Explanations were sometimes too fast to follow properly.,2026-07-01
STU-00286,Cybersecurity & Ethical Hacking,Apr 2025 Batch,St. Xavier's College Kolkata,Hybrid,Male,4th Year,3.0,4.0,5.0,4.0,3.0,4,Yes,"Sessions felt monotonous, needed more interactive teaching.",2025-04-01
STU-00612,DevOps,Jan 2025 Batch,Independent / Working Professional,Hybrid,Female,Graduate,4.0,3.0,4.0,3.0,4.0,3,Yes,Felt a few modules were not very relevant to the job market.,2025-01-01
STU-00650,App Development (Android),Oct 2025 Batch,Neotia University,Hybrid,Male,3rd Year,4.0,5.0,4.0,5.0,4.0,5,Yes,"Enjoyed every module, especially the live project work.",2025-10-01
STU-00717,Networking Fundamentals,Feb 2026 Batch,St. Xavier's College Kolkata,Hybrid,Male,4th Year,5.0,4.0,3.0,4.0,4.0,5,Yes,"Decent program, could use a bit more structure in scheduling.",2026-02-01
STU-01378,Generative AI,May 2026 Batch,St. Xavier's College Kolkata,Offline,Male,4th Year,4.0,4.0,4.0,5.0,5.0,4,No,"Really enjoyed the sessions, the trainer kept things engaging.",2026-05-01
STU-01490,Competitive Programming,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,4.0,4.0,3.0,4.0,3.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-09-01
STU-01088,Networking Fundamentals,Aug 2025 Batch,Techno India University,Hybrid,Female,Working Professional,4.0,4.0,3.0,4.0,3.0,3,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-08-01
STU-00658,Data Science,Jul 2026 Batch,Techno India University,Online,Male,4th Year,3.0,3.0,3.0,4.0,3.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2026-07-01
STU-01352,App Development (Android),Feb 2025 Batch,Direct / Online (ASD),Online,Male,Working Professional,5.0,5.0,5.0,5.0,5.0,5,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2025-02-01
STU-00884,Blockchain Basics,Nov 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Working Professional,5.0,5.0,5.0,5.0,5.0,5,Yes,Practical assignments made the concepts much easier to understand.,2025-11-01
STU-00700,AI in Biotechnology,Jun 2025 Batch,Neotia University,Offline,Female,4th Year,5.0,4.0,5.0,5.0,5.0,5,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2025-06-01
STU-00825,Blockchain Basics,Jul 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,4th Year,4.0,3.0,5.0,3.0,4.0,4,Yes,"Decent program, could use a bit more structure in scheduling.",2026-07-01
STU-01926,Digital Marketing,Nov 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Female,1st Year,3.0,3.0,3.0,4.0,2.0,3,No,"The program was decent overall, nothing major to complain about.",2025-11-01
STU-00098,Cybersecurity & Ethical Hacking,Apr 2025 Batch,JIS College of Engineering,Hybrid,Male,3rd Year,4.0,4.0,4.0,5.0,3.0,4,Yes,"It was fine, but I expected a bit more depth in the later modules.",2025-04-01
STU-01813,Full Stack Development,Feb 2025 Batch,St. Xavier's College Kolkata,Online,Male,3rd Year,3.0,5.0,4.0,4.0,3.0,4,Yes,"Decent program, could use a bit more structure in scheduling.",2025-02-01
STU-00985,Full Stack Development,Oct 2025 Batch,Neotia University,Hybrid,Female,4th Year,4.0,3.0,3.0,4.0,3.0,3,Yes,Nothing to add.,2025-10-01
STU-00811,Cybersecurity & Ethical Hacking,Mar 2025 Batch,Techno India University,Online,Male,Working Professional,3.0,3.0,3.0,4.0,4.0,4,No,The trainer could explain concepts more clearly.,2025-03-01
STU-00140,Advanced Excel & Power BI,Mar 2026 Batch,JIS College of Engineering,Offline,Male,4th Year,4.0,3.0,4.0,4.0,3.0,3,No,"The program was decent overall, nothing major to complain about.",2026-03-01
STU-01197,AI in Food Technology,Sep 2025 Batch,St. Xavier's College Kolkata,Offline,Female,3rd Year,4.0,4.0,3.0,4.0,4.0,4,No,"The program was decent overall, nothing major to complain about.",2025-09-01
STU-01980,AI in Food Technology,Mar 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,4.0,3.0,4.0,3.0,3.0,3,No,"It was fine, but I expected a bit more depth in the later modules.",2025-03-01
STU-00699,Advanced Excel & Power BI,Feb 2026 Batch,JIS College of Engineering,Online,Male,3rd Year,4.0,4.0,4.0,5.0,5.0,4,Yes,The trainer explained concepts clearly and was always ready to help.,2026-02-01
STU-01348,Cybersecurity & Ethical Hacking,Jun 2026 Batch,St. Xavier's College Kolkata,Hybrid,Female,3rd Year,3.0,2.0,3.0,3.0,2.0,3,Yes,Wanted more advanced/real-world case studies in the curriculum.,2026-06-01
STU-00906,Full Stack Development,Mar 2026 Batch,Techno India University,Online,Male,Graduate,3.0,2.0,2.0,3.0,3.0,3,Yes,Would like the syllabus to be updated more frequently.,2026-03-01
STU-00931,AI in Biotechnology,Jan 2026 Batch,Maulana Azad College,Online,Male,4th Year,4.0,4.0,3.0,4.0,3.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2026-01-01
STU-01173,Agentic AI,May 2025 Batch,Neotia University,Hybrid,Male,Working Professional,4.0,3.0,5.0,5.0,3.0,4,Yes,"The program was decent overall, nothing major to complain about.",2025-05-01
STU-00755,AI in Food Technology,Jun 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Female,Working Professional,3.0,3.0,3.0,3.0,2.0,3,No,Had connectivity issues on the platform almost every week.,2025-06-01
STU-00129,Robotics & Embedded Systems,Feb 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,3.0,4.0,3.0,3.0,3.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2026-02-01
STU-00740,Machine Learning,May 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,4th Year,5.0,4.0,4.0,5.0,3.0,4,Yes,The online platform kept lagging during live sessions.,2025-05-01
STU-00659,Cybersecurity & Ethical Hacking,Aug 2025 Batch,Neotia University,Online,Male,Working Professional,3.0,4.0,4.0,2.0,4.0,3,Yes,Support response on the query group was slow at times.,2025-08-01
STU-00756,Blockchain Basics,Mar 2026 Batch,St. Xavier's College Kolkata,Hybrid,Female,2nd Year,3.0,3.0,2.0,3.0,3.0,3,Yes,Could use an extra week or two to cover everything properly.,2026-03-01
STU-01353,Internet of Things (IoT),Oct 2025 Batch,Neotia University,Hybrid,Male,2nd Year,3.0,4.0,4.0,3.0,2.0,4,Yes,,2025-10-01
STU-00523,Blockchain Basics,Apr 2025 Batch,Narasingh Choudhuri Autonomous College,Online,Female,Graduate,3.0,3.0,3.0,3.0,3.0,3,No,"Sessions felt monotonous, needed more interactive teaching.",2025-04-01
STU-00265,Cybersecurity & Ethical Hacking,May 2025 Batch,St. Xavier's College Kolkata,Hybrid,Female,4th Year,5.0,4.0,3.0,4.0,4.0,4,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-05-01
STU-01304,Web Development,Feb 2026 Batch,JIS College of Engineering,Online,Male,2nd Year,4.0,3.0,2.0,3.0,3.0,3,No,"Pace needs to slow down, especially for beginners in the batch.",2026-02-01
STU-01768,DevOps,Aug 2025 Batch,Techno India University,Offline,Female,3rd Year,4.0,4.0,3.0,3.0,4.0,3,No,Could use an extra week or two to cover everything properly.,2025-08-01
STU-01581,AI in Biotechnology,Sep 2025 Batch,St. Xavier's College Kolkata,Offline,Female,Working Professional,5.0,4.0,2.0,4.0,4.0,4,Yes,"Wish there was more time per topic, felt rushed throughout.",2025-09-01
STU-00632,Web Development,Mar 2025 Batch,Neotia University,Online,Male,3rd Year,5.0,4.0,4.0,5.0,4.0,4,Yes,The projects assigned really helped me apply what was taught.,2025-03-01
STU-00499,Networking Fundamentals,Oct 2025 Batch,JIS College of Engineering,Hybrid,Male,4th Year,3.0,3.0,3.0,4.0,2.0,3,No,"Overall okay experience, a few sessions could have been better planned.",2025-10-01
STU-01636,Internet of Things (IoT),Feb 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,Graduate,5.0,5.0,4.0,4.0,5.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2026-02-01
STU-01320,Web Development,Feb 2025 Batch,Maulana Azad College,Offline,Female,2nd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,The projects assigned really helped me apply what was taught.,2025-02-01
STU-01650,AI in Biotechnology,Jan 2025 Batch,Neotia University,Online,Male,3rd Year,4.0,4.0,4.0,4.0,4.0,4,No,"Really enjoyed the sessions, the trainer kept things engaging.",2025-01-01
STU-01016,Generative AI,Feb 2026 Batch,Techno India University,Online,Male,4th Year,5.0,5.0,3.0,4.0,5.0,5,Yes,"The sessions moved too fast, hard to keep up with the pace.",2026-02-01
STU-00433,Web Development,Aug 2026 Batch,Neotia University,Online,Male,3rd Year,5.0,4.0,4.0,5.0,4.0,5,Yes,"Really enjoyed the sessions, the trainer kept things engaging.",2026-08-01
STU-01150,Machine Learning,Mar 2026 Batch,Independent / Working Professional,Offline,Male,3rd Year,3.0,4.0,3.0,4.0,3.0,4,Yes,Would appreciate a more engaging teaching style.,2026-03-01
STU-01702,Weather Forecasting ML Project,Feb 2026 Batch,Techno India University,Hybrid,Female,2nd Year,4.0,5.0,3.0,4.0,4.0,4,Yes,Too much content packed into too few sessions.,2026-02-01
STU-00069,Java FDP (Faculty Development),Aug 2026 Batch,Neotia University,Online,Male,Working Professional,4.0,4.0,4.0,4.0,3.0,4,No,Had connectivity issues on the platform almost every week.,2026-08-01
STU-01907,Agentic AI,Jan 2026 Batch,JIS College of Engineering,Offline,Female,4th Year,5.0,3.0,3.0,4.0,2.0,4,Yes,"Lab access was unreliable, lost a lot of time troubleshooting.",2026-01-01
STU-00661,Internet of Things (IoT),Apr 2025 Batch,Neotia University,Online,Male,2nd Year,3.0,3.0,3.0,4.0,3.0,3,Yes,The trainer could explain concepts more clearly.,2025-04-01
STU-01191,Networking Fundamentals,Oct 2025 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,4.0,5.0,5.0,5.0,4.0,4,No,"Loved the hands-on projects, they really built my confidence.",2025-10-01
STU-00993,AI in Food Technology,Mar 2025 Batch,Maulana Azad College,Offline,Female,3rd Year,3.0,3.0,3.0,3.0,3.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-03-01
STU-00574,Java FDP (Faculty Development),Oct 2025 Batch,Heritage Institute of Technology,Online,Female,Graduate,3.0,3.0,4.0,3.0,4.0,3,Yes,"Average experience, some sessions were better than others.",2025-10-01
STU-00335,Competitive Programming,Mar 2025 Batch,JIS College of Engineering,Online,Male,Working Professional,3.0,4.0,2.0,3.0,3.0,3,No,Struggled to keep up as new topics were introduced too quickly.,2025-03-01
STU-00339,Competitive Programming,Sep 2025 Batch,Independent / Working Professional,Hybrid,Female,4th Year,4.0,4.0,4.0,4.0,3.0,3,No,The portal for assignments was confusing and slow to load.,2025-09-01
STU-01028,Competitive Programming,Jan 2025 Batch,Neotia University,Hybrid,Female,3rd Year,4.0,5.0,4.0,4.0,4.0,4,Yes,The projects assigned really helped me apply what was taught.,2025-01-01
STU-00384,Competitive Programming,Feb 2025 Batch,JIS College of Engineering,Online,Female,2nd Year,4.0,3.0,3.0,4.0,3.0,4,Yes,Would like the syllabus to be updated more frequently.,2025-02-01
STU-01494,Data Science,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,4th Year,4.0,4.0,4.0,4.0,4.0,4,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2026-08-01
